Id,TypeId,PhaseCreated,PhaseDemolished,DesignOption,AssemblyName,IfcGUID,Area,HostId,Width,Height,Comments,Mark,ValueGroup
424241,20916,118390,,,,,3.344509441,424237,1.8288,1.8288,,,
424243,20916,118390,,,,,3.344509441,424237,1.8288,1.8288,,,
424245,20916,118390,,,,,3.344509441,424237,1.8288,1.8288,,,
424247,20916,118390,,,,,2.177052097,424237,1.190426562,1.8288,,,
424477,20916,118390,,,,,3.344509441,424476,1.8288,1.8288,,,
424480,20916,118390,,,,,3.344509441,424476,1.8288,1.8288,,,
424482,20916,118390,,,,,3.344509441,424476,1.8288,1.8288,,,
424484,20916,118390,,,,,3.344509441,424476,1.8288,1.8288,,,
424486,20916,118390,,,,,2.295954026,424476,1.255442928,1.8288,,,
424563,20916,118390,,,,,3.344509441,424562,1.8288,1.8288,,,
424566,20916,118390,,,,,3.344509441,424562,1.8288,1.8288,,,
424568,20916,118390,,,,,3.344509441,424562,1.8288,1.8288,,,
424712,20916,118390,,,,,5.574182401,424711,1.8288,3.048,,,
424715,20916,118390,,,,,5.574182401,424711,1.8288,3.048,,,
424717,20916,118390,,,,,0.754837199,424711,0.24765,3.048,,,
424761,20916,118390,,,,,3.344509441,424562,1.8288,1.8288,,,
424764,20916,118390,,,,,2.415479039,424562,1.3208,1.8288,,,
424915,20916,118390,,,,,3.344509441,424914,1.8288,1.8288,,,
424918,20916,118390,,,,,3.344509441,424914,1.8288,1.8288,,,
424920,20916,118390,,,,,3.344509441,424914,1.8288,1.8288,,,
424922,20916,118390,,,,,3.344509441,424914,1.8288,1.8288,,,
424924,20916,118390,,,,,2.295954026,424914,1.255442928,1.8288,,,
425114,20916,118390,,,,,3.344509441,425113,1.8288,1.8288,,,
425117,20916,118390,,,,,3.344509441,425113,1.8288,1.8288,,,
425119,20916,118390,,,,,3.344509441,425113,1.8288,1.8288,,,
425121,20916,118390,,,,,3.344509441,425113,1.8288,1.8288,,,
425123,20916,118390,,,,,1.114836479,425113,0.6096,1.8288,,,
425890,20916,118390,,,,,3.344509441,425889,1.8288,1.8288,,,
425893,20916,118390,,,,,3.344509441,425889,1.8288,1.8288,,,
425895,20916,118390,,,,,3.344509441,425889,1.8288,1.8288,,,
425897,20916,118390,,,,,3.344509441,425889,1.8288,1.8288,,,
425899,20916,118390,,,,,1.166965952,425889,0.638104742,1.8288,,,
426166,20916,118390,,,,,3.344509441,426165,1.8288,1.8288,,,
426169,20916,118390,,,,,3.344509441,426165,1.8288,1.8288,,,
426171,20916,118390,,,,,3.344509441,426165,1.8288,1.8288,,,
426173,20916,118390,,,,,3.344509441,426165,1.8288,1.8288,,,
426175,20916,118390,,,,,1.805802839,426165,0.987425,1.8288,,,
426363,20916,118390,,,,,3.344509441,426362,1.8288,1.8288,,,
426366,20916,118390,,,,,3.344509441,426362,1.8288,1.8288,,,
426368,20916,118390,,,,,3.344509441,426362,1.8288,1.8288,,,
426370,20916,118390,,,,,3.344509441,426362,1.8288,1.8288,,,
426372,20916,118390,,,,,1.858060799,426362,1.016,1.8288,,,
426532,20916,118390,,,,,3.344509441,426531,1.8288,1.8288,,,
426535,20916,118390,,,,,3.344509441,426531,1.8288,1.8288,,,
426537,20916,118390,,,,,3.344509441,426531,1.8288,1.8288,,,
426539,20916,118390,,,,,3.344509441,426531,1.8288,1.8288,,,
426541,20916,118390,,,,,1.858060799,426531,1.016,1.8288,,,
426746,20916,118390,,,,,3.344509441,426745,1.8288,1.8288,,,
426749,20916,118390,,,,,3.344509441,426745,1.8288,1.8288,,,
426751,20916,118390,,,,,3.344509441,426745,1.8288,1.8288,,,
426753,20916,118390,,,,,3.344509441,426745,1.8288,1.8288,,,
426755,20916,118390,,,,,1.858060799,426745,1.016,1.8288,,,
426912,20916,118390,,,,,3.344509441,426911,1.8288,1.8288,,,
426915,20916,118390,,,,,3.344509441,426911,1.8288,1.8288,,,
426917,20916,118390,,,,,3.344509441,426911,1.8288,1.8288,,,
426919,20916,118390,,,,,3.344509441,426911,1.8288,1.8288,,,
426921,20916,118390,,,,,1.391172465,426911,0.760702354,1.8288,,,
427039,20916,118390,,,,,3.344509441,427038,1.8288,1.8288,,,
427042,20916,118390,,,,,3.344509441,427038,1.8288,1.8288,,,
427044,20916,118390,,,,,3.344509441,427038,1.8288,1.8288,,,
427046,20916,118390,,,,,3.344509441,427038,1.8288,1.8288,,,
427048,20916,118390,,,,,1.247503501,427038,0.682143209,1.8288,,,
427151,20916,118390,,,,,3.344509441,427150,1.8288,1.8288,,,
427154,20916,118390,,,,,3.344509441,427150,1.8288,1.8288,,,
427156,20916,118390,,,,,3.344509441,427150,1.8288,1.8288,,,
427158,20916,118390,,,,,3.344509441,427150,1.8288,1.8288,,,
427160,20916,118390,,,,,1.858060799,427150,1.016,1.8288,,,
427305,20916,118390,,,,,3.344509441,427304,1.8288,1.8288,,,
427308,20916,118390,,,,,3.344509441,427304,1.8288,1.8288,,,
427310,20916,118390,,,,,3.344509441,427304,1.8288,1.8288,,,
427312,20916,118390,,,,,3.344509441,427304,1.8288,1.8288,,,
427314,20916,118390,,,,,1.858060799,427304,1.016,1.8288,,,
427450,20916,118390,,,,,3.344509441,427449,1.8288,1.8288,,,
427453,20916,118390,,,,,3.344509441,427449,1.8288,1.8288,,,
427455,20916,118390,,,,,3.344509441,427449,1.8288,1.8288,,,
427457,20916,118390,,,,,3.344509441,427449,1.8288,1.8288,,,
427459,20916,118390,,,,,1.858060799,427449,1.016,1.8288,,,
427561,20916,118390,,,,,3.344509441,427560,1.8288,1.8288,,,
427564,20916,118390,,,,,3.344509441,427560,1.8288,1.8288,,,
427566,20916,118390,,,,,3.344509441,427560,1.8288,1.8288,,,
427568,20916,118390,,,,,3.344509441,427560,1.8288,1.8288,,,
427570,20916,118390,,,,,1.753544879,427560,0.95885,1.8288,,,
427725,20916,118390,,,,,3.344509441,427724,1.8288,1.8288,,,
427728,20916,118390,,,,,3.344509441,427724,1.8288,1.8288,,,
427730,20916,118390,,,,,3.344509441,427724,1.8288,1.8288,,,
427732,20916,118390,,,,,3.344509441,427724,1.8288,1.8288,,,
427734,20916,118390,,,,,1.367822069,427724,0.747934202,1.8288,,,
